fit_group,bcut_deg,quality_variable,smd_before,smd_after,abs_smd_before,abs_smd_after,weighted_ks_before,weighted_ks_after
colour_redshift_estimator_compact,10.0,zerr,-0.0027276454868637007,0.00011667890379842886,0.0027276454868637007,0.00011667890379842886,0.002807725442473874,0.0025431142240595617
colour_redshift_estimator_compact,10.0,g,0.0017184338373004604,-0.0003138653872017812,0.0017184338373004604,0.0003138653872017812,0.006629614174598397,0.006292246717789607
colour_redshift_estimator_compact,10.0,bp_rp,0.01706192814491744,-0.0002627709432000228,0.01706192814491744,0.0002627709432000228,0.012908685254490904,0.0038413062344879734
colour_redshift_estimator_compact,10.0,w1,0.008382438092393103,0.0002079561445238886,0.008382438092393103,0.0002079561445238886,0.0074360574628223874,0.0042134354341382685
colour_redshift_estimator_compact,10.0,w2,0.003274766489820799,0.00010907961682613885,0.003274766489820799,0.00010907961682613885,0.006397756500950258,0.005392175088821005
colour_redshift_estimator_compact,10.0,w1_w2,0.01798810574954316,0.0003336394950462319,0.01798810574954316,0.0003336394950462319,0.009118434315797952,0.0033745549450666656
colour_redshift_estimator_compact,15.0,zerr,-0.0037048814660847564,-0.00011411405308545647,0.0037048814660847564,0.00011411405308545647,0.0022740703264339523,0.002727000180322958
colour_redshift_estimator_compact,15.0,g,0.0004079036083554705,-0.0002119432741881705,0.0004079036083554705,0.0002119432741881705,0.006395459060052011,0.005828843784451476
colour_redshift_estimator_compact,15.0,bp_rp,0.02050968725877292,-5.660631650716348e-06,0.02050968725877292,5.660631650716348e-06,0.014246681767179248,0.0031420314749985856
colour_redshift_estimator_compact,15.0,w1,0.0024541039086530586,6.9292574069571e-05,0.0024541039086530586,6.9292574069571e-05,0.004851295089196295,0.003813298635577722
colour_redshift_estimator_compact,15.0,w2,-0.0024368728886906984,1.0187933117291998e-05,0.0024368728886906984,1.0187933117291998e-05,0.0032931418747264574,0.004377844548664855
colour_redshift_estimator_compact,15.0,w1_w2,0.019015045661164614,0.0002172062509692872,0.019015045661164614,0.0002172062509692872,0.009550679408257712,0.0035577790163608958
colour_redshift_estimator_compact,20.0,zerr,-0.004501936826001963,-3.5355237813034133e-05,0.004501936826001963,3.5355237813034133e-05,0.0021330398720932897,0.0025703915593571214
colour_redshift_estimator_compact,20.0,g,0.0008321741499193534,0.00014970897453409735,0.0008321741499193534,0.00014970897453409735,0.006743063548000805,0.0045239200314852734
colour_redshift_estimator_compact,20.0,bp_rp,0.02282341590391333,-2.266498378001778e-05,0.02282341590391333,2.266498378001778e-05,0.01687455415592265,0.003289535298489521
colour_redshift_estimator_compact,20.0,w1,0.00295406056362114,9.44368593859748e-06,0.00295406056362114,9.44368593859748e-06,0.005227466074021414,0.0033253933209423936
colour_redshift_estimator_compact,20.0,w2,-0.0017545386359309537,3.284290335833445e-06,0.0017545386359309537,3.284290335833445e-06,0.003996162828166727,0.0038753303879137113
colour_redshift_estimator_compact,20.0,w1_w2,0.018140968561313597,2.1955323695350833e-05,0.018140968561313597,2.1955323695350833e-05,0.009164164945915432,0.0030369073984787276
colour_redshift_estimator_compact,25.0,zerr,-0.002548479893433326,-3.8864141354272104e-05,0.002548479893433326,3.8864141354272104e-05,0.0030578629510236155,0.0028750850872458766
colour_redshift_estimator_compact,25.0,g,-0.0003893057057231341,8.628229387780489e-05,0.0003893057057231341,8.628229387780489e-05,0.007059129691175281,0.004313758342275431
colour_redshift_estimator_compact,25.0,bp_rp,0.02003680052924238,-0.00014850706945596106,0.02003680052924238,0.00014850706945596106,0.014108532279657693,0.004568391265485583
colour_redshift_estimator_compact,25.0,w1,0.0029299599468323536,-5.955122751000554e-05,0.0029299599468323536,5.955122751000554e-05,0.006110199001004513,0.0035623768864972427
colour_redshift_estimator_compact,25.0,w2,-0.0003030528697229019,1.0088938455850742e-05,0.0003030528697229019,1.0088938455850742e-05,0.005341845930193934,0.004206275303809237
colour_redshift_estimator_compact,25.0,w1_w2,0.012162097547050311,-0.0002631604493122173,0.012162097547050311,0.0002631604493122173,0.006713537002387415,0.0037345726053156225
colour_redshift_estimator_compact,30.0,zerr,-0.0027167107915861822,8.840730827350229e-05,0.0027167107915861822,8.840730827350229e-05,0.004776075741137253,0.003131946356481674
colour_redshift_estimator_compact,30.0,g,0.0013847350097427377,-0.00013778704736817408,0.0013847350097427377,0.00013778704736817408,0.00669060227540319,0.006017102648589123
colour_redshift_estimator_compact,30.0,bp_rp,0.028614296257936413,-1.0191049379049509e-05,0.028614296257936413,1.0191049379049509e-05,0.01901910716524463,0.004220756765784817
colour_redshift_estimator_compact,30.0,w1,6.936234966654601e-06,-5.764644215191775e-05,6.936234966654601e-06,5.764644215191775e-05,0.004339019806209987,0.004384637665224678
colour_redshift_estimator_compact,30.0,w2,-0.003427015745548211,-0.00011055282425947972,0.003427015745548211,0.00011055282425947972,0.0030126119148863595,0.004516306635065248
colour_redshift_estimator_compact,30.0,w1_w2,0.013905390652811779,0.0002325982038698416,0.013905390652811779,0.0002325982038698416,0.00809018116593374,0.0039320932872852765
colour_redshift_estimator_compact,35.0,zerr,-0.0029996199357571873,3.430526803919843e-06,0.0029996199357571873,3.430526803919843e-06,0.006371173763953214,0.005973259685317617
colour_redshift_estimator_compact,35.0,g,0.002348958290723605,-0.00020747455204466852,0.002348958290723605,0.00020747455204466852,0.005691832451219403,0.004661148356041589
colour_redshift_estimator_compact,35.0,bp_rp,0.02920103251868615,-7.154120084264799e-05,0.02920103251868615,7.154120084264799e-05,0.018504205344550273,0.0045660599890515186
colour_redshift_estimator_compact,35.0,w1,0.003233823491045115,-5.685677442272269e-05,0.003233823491045115,5.685677442272269e-05,0.006592045636765298,0.005370895539494491
colour_redshift_estimator_compact,35.0,w2,-5.7420539598088883e-05,-0.00013150626406846074,5.7420539598088883e-05,0.00013150626406846074,0.003865479265207805,0.004052343339691955
